HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_LEVEL_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_OBJ_LEVEL_NM::VARCHAR~&~	~&~FIN_OBJLVL_SHRT_NM::VARCHAR~&~	~&~FIN_CONS_OBJ_CD::VARCHAR~&~	~&~FIN_OBJLVL_ACTV_CD::VARCHAR~&~	~&~FIN_REPORT_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'ACPY'~&~	~&~'014FEE34CB949BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED PAYROLL'~&~	~&~'ACCR PAYROLL'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ACSA'~&~	~&~'014FEE34CB959BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACADEMIC SALARIES'~&~	~&~'ACADEMIC SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ADV'~&~	~&~'014FEE34CB969BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ADVERTISING AND PROMOTIONAL EXP'~&~	~&~'ADVERT PROMO'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'AR'~&~	~&~'014FEE34CB979BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS RECEIVABLE'~&~	~&~'ACCT RECV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ASSE'~&~	~&~'014FEE34CB989BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESSMENTS'~&~	~&~'ASSESSMENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'MF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BASE'~&~	~&~'014FEE34CB999BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS EXPENDITURES'~&~	~&~'ASSESS EXP'~&~	~&~'ASEX'~&~	~&~'Y'~&~	~&~'MA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BASR'~&~	~&~'014FEE34CB9A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS REVENUE'~&~	~&~'ASSESS REV'~&~	~&~'ASRE'~&~	~&~'Y'~&~	~&~'EF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BASS'~&~	~&~'014FEE34CB9B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET ASSETS'~&~	~&~'BUD ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BCAS'~&~	~&~'014FEE34CB9C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BEGINNING CASH'~&~	~&~'BEGIN CASH'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'AA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BCOM'~&~	~&~'014FEE34CB9D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET COMPENSATION'~&~	~&~'BUD COMPENSA'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'EV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BENF'~&~	~&~'014FEE34CB9E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BENEFITS'~&~	~&~'BENEFITS'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BFRE'~&~	~&~'014FEE34CB9F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-FEE REMISSION'~&~	~&~'BUD FEE REM'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'GV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BGEX'~&~	~&~'014FEE34CBA09BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-GENERAL EXPENSE'~&~	~&~'BUD GEN EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BISA'~&~	~&~'014FEE34CBA19BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BI-WEEKLY SALARIES'~&~	~&~'BIWEEK SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BLIA'~&~	~&~'014FEE34CBA29BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-LIABILITY'~&~	~&~'BUD LIABILIT'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'PV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BNDP'~&~	~&~'014FEE34CBA39BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BONDS PAYABLE'~&~	~&~'BONDS PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BORE'~&~	~&~'014FEE34CBA49BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-OTHER REVENUE'~&~	~&~'BUD OTH REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'BSTF'~&~	~&~'014FEE34CBA59BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-STUDENT FEES'~&~	~&~'BUD STU FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'C&G'~&~	~&~'014FEE34CBA69BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACT & GRANTS (SPONS. PROG)'~&~	~&~'C&G'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CAP'~&~	~&~'014FEE34CBA79BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CAPITAL ASSETS'~&~	~&~'CAP ASSETS'~&~	~&~'CPTL'~&~	~&~'Y'~&~	~&~'MP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CASH'~&~	~&~'014FEE34CBA89BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH'~&~	~&~'CASH'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'COMP'~&~	~&~'014FEE34CBA99BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COMPUTING SERVICES'~&~	~&~'COMP SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CORE'~&~	~&~'014FEE34CF7C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES OUT'~&~	~&~'ALLOT/CHR:EX'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DX'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CORI'~&~	~&~'014FEE34CF889BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES IN'~&~	~&~'ALLOT/CHR:IN'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DT'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'COSV'~&~	~&~'014FEE34CBAA9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACTUAL SERVICES'~&~	~&~'CONTRACT SRV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CREX'~&~	~&~'014FEE34CBAB9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-EXPENSE'~&~	~&~'COST REC EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CRIN'~&~	~&~'014FEE34CBAC9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-INCOME'~&~	~&~'COST REC INC'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'EP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'CSEQ'~&~	~&~'014FEE34CF4C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH EQUIVALENTS'~&~	~&~'CASH EQUIV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'CQ'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'DEBT'~&~	~&~'014FEE34CBAD9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FINANCIAL/DEBT SERVICES'~&~	~&~'DEBT SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'DEFR'~&~	~&~'014FEE34CF579BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEFERRED REVENUE'~&~	~&~'DEFERRED REV'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'DE'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'DEPR'~&~	~&~'014FEE34CF409BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEPRECIATION'~&~	~&~'DEPRECIATION'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'DIST'~&~	~&~'014FEE34CBAE9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DISTANCE EDUCATION FEES'~&~	~&~'DISTANCE ED'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'FINA'~&~	~&~'014FEE34CBAF9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FINANCIAL AID'~&~	~&~'FINANCE AID'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'HA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'FUBL'~&~	~&~'014FEE34CBB09BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BALANCE'~&~	~&~'FDBL'~&~	~&~'Y'~&~	~&~'SK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'GIFT'~&~	~&~'014FEE34CBB19BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'GIFTS'~&~	~&~'GIFTS'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'HRCO'~&~	~&~'014FEE34CBB29BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'HOURLY COMPENSATION'~&~	~&~'HOURLY COMP'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ICOE'~&~	~&~'014FEE34CBB39BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'IDEX'~&~	~&~'Y'~&~	~&~'JF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ICOR'~&~	~&~'014FEE34CBB49BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'IDIN'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INS1'~&~	~&~'014FEE34CBB59BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 1'~&~	~&~'INSTRUC SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INS2'~&~	~&~'014FEE34CBB69BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 2'~&~	~&~'INSTRUC SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INSF'~&~	~&~'014FEE34CBB79BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-FALL'~&~	~&~'INSTRUC FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INSS'~&~	~&~'014FEE34CBB89BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-SPRING'~&~	~&~'INSTR SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INV'~&~	~&~'014FEE34CBB99BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVENTORY'~&~	~&~'INVENTORY'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INVA'~&~	~&~'014FEE34CBBA9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'INVR'~&~	~&~'014FEE34CBBB9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'NC'~&~	~&~'014FEE34CBBC9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NON-CAPITAL EQUIPMENT'~&~	~&~'NON-CAPITAL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'NORE'~&~	~&~'014FEE34CBBD9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES RECEIVABLE'~&~	~&~'NOTES REC'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'NOTP'~&~	~&~'014FEE34CBBE9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES PAYABLE'~&~	~&~'NOTES PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OASS'~&~	~&~'014FEE34CBBF9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER'~&~	~&~'OTHER ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OEXP'~&~	~&~'014FEE34CBC09BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SPECIFIC OPERATING EXPENSE'~&~	~&~'OTHER EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OLIA'~&~	~&~'014FEE34CBC19BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LIABILITIES'~&~	~&~'OTHER LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OTH1'~&~	~&~'014FEE34CBC29BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 1'~&~	~&~'OTHER SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OTH2'~&~	~&~'014FEE34CBC39BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 2'~&~	~&~'OTHER SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OTHF'~&~	~&~'014FEE34CBC49BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER-FALL'~&~	~&~'OTHER FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OTHL'~&~	~&~'014FEE34CF789BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LONG-TERM LIAB'~&~	~&~'OTH LT LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'OL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OTHR'~&~	~&~'014FEE34CBC59BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTHER REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OTHS'~&~	~&~'014FEE34CBC69BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER -SPRING'~&~	~&~'OTHER SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PART'~&~	~&~'014FEE34CBC79BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PART-TIME INSTRUCTIONS - NON STUDENT'~&~	~&~'P-T INSTRUCT'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHON'~&~	~&~'014FEE34CBC89BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TELEPHONE & POSTAGE'~&~	~&~'TELE POST'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PLNT'~&~	~&~'014FEE34CBC99BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PLANT'~&~	~&~'PLANT'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PRIN'~&~	~&~'014FEE34CBCA9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PRINTING AND DUPLICATING'~&~	~&~'PRINT DUPL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PRSA'~&~	~&~'014FEE34CBCB9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PROFESSIONAL SALARIES'~&~	~&~'PROF SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'R&M'~&~	~&~'014FEE34CBCC9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'REPAIRS AND MAINTENANCE'~&~	~&~'REPAIR MAINT'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'RENT'~&~	~&~'014FEE34CBCD9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RENTS AND NON-CAPITAL LEASES'~&~	~&~'RENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'RESA'~&~	~&~'014FEE34CBCE9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PURCHASES FOR RESALE'~&~	~&~'RESALE'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'RESV'~&~	~&~'014FEE34CBCF9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'RSRX'~&~	~&~'Y'~&~	~&~'NA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'S&E'~&~	~&~'014FEE34CBD09BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLIES AND GENERAL EXPENSE'~&~	~&~'S&E'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'S&S'~&~	~&~'014FEE34CBD09BEEE043814FD8819BEX'~&~	~&~'1'~&~	~&~'SUPPLIES AND GENERAL STUFF'~&~	~&~'S&S'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'SAAC'~&~	~&~'014FEE34CBD19BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALARY ACCRUAL EXPENSES'~&~	~&~'SAL ACCRUAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'SAAP'~&~	~&~'014FEE34CBD29BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT ACADEMIC APPOINTEES'~&~	~&~'STUDENT ACAD'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'SASV'~&~	~&~'014FEE34CBD39BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALES AND SERVICES'~&~	~&~'SALESSERV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'SERV'~&~	~&~'014FEE34CBD49BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SERVICES'~&~	~&~'OTHER SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KF'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'SINV'~&~	~&~'014FEE34CF639BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SHORT-TERM INVESTMENTS'~&~	~&~'S-T INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'ST'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'STAP'~&~	~&~'014FEE34CBD59BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'SAPR'~&~	~&~'Y'~&~	~&~'CK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'STUF'~&~	~&~'014FEE34CBD69BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'SUPL'~&~	~&~'014FEE34CBD79BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLEMENTAL PAYS'~&~	~&~'SUPPLMNT PAY'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TAX'~&~	~&~'014FEE34CBD89BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES'~&~	~&~'TAXES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TAXP'~&~	~&~'014FEE34CBD99BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES PAYABLE'~&~	~&~'TAX PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TRAN'~&~	~&~'014FEE34CBDA9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'SP'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TRAV'~&~	~&~'014FEE34CBDB9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'TRVL'~&~	~&~'Y'~&~	~&~'MK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TREX'~&~	~&~'014FEE34CF959BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 5199 EXP'~&~	~&~'TRSF-EXPENSE'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DZ'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TRFE'~&~	~&~'014FEE34CBDC9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'TFEX'~&~	~&~'N'~&~	~&~'MV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TRFI'~&~	~&~'014FEE34CBDD9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'TFIN'~&~	~&~'N'~&~	~&~'EK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'TRIN'~&~	~&~'014FEE34CBDE9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 1699 INC'~&~	~&~'TRNSF-INCOME'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DV'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'UTIL'~&~	~&~'014FEE34CBDF9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ENERGY AND UTILITIES'~&~	~&~'UTILITIES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'VADJ'~&~	~&~'014FEE34CBE09BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'VALUATIONS AND ADJUSTMENTS'~&~	~&~'VAL AND ADJ'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'ACLI'~&~	~&~'014FEE34CBE19BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED LIABILITIES'~&~	~&~'ACCR LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RK'~&~	~&~]RECORD
